"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Albany County, NY"	"36001"	"Apr., 1999"	"1999/04"	236	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"May, 1999"	"1999/05"	212	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Jun., 1999"	"1999/06"	225	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Jul., 1999"	"1999/07"	223	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Aug., 1999"	"1999/08"	232	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Sep., 1999"	"1999/09"	204	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Oct., 1999"	"1999/10"	247	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Nov., 1999"	"1999/11"	258	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Dec., 1999"	"1999/12"	288	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Jan., 1999"	"1999/01"	50	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Feb., 1999"	"1999/02"	54	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Mar., 1999"	"1999/03"	47	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Apr., 1999"	"1999/04"	34	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"May, 1999"	"1999/05"	40	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Jun., 1999"	"1999/06"	34	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Jul., 1999"	"1999/07"	39	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Aug., 1999"	"1999/08"	45	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Sep., 1999"	"1999/09"	36	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Oct., 1999"	"1999/10"	35	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Nov., 1999"	"1999/11"	37	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"Dec., 1999"	"1999/12"	53	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jan., 1999"	"1999/01"	1193	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Feb., 1999"	"1999/02"	942	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Mar., 1999"	"1999/03"	909	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Apr., 1999"	"1999/04"	826	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"May, 1999"	"1999/05"	814	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jun., 1999"	"1999/06"	801	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Jul., 1999"	"1999/07"	850	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Aug., 1999"	"1999/08"	843	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Sep., 1999"	"1999/09"	788	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Oct., 1999"	"1999/10"	823	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Nov., 1999"	"1999/11"	797	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"Dec., 1999"	"1999/12"	1041	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Jan., 1999"	"1999/01"	213	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Feb., 1999"	"1999/02"	171	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Mar., 1999"	"1999/03"	215	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Apr., 1999"	"1999/04"	192	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"May, 1999"	"1999/05"	183	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Jun., 1999"	"1999/06"	152	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Jul., 1999"	"1999/07"	159	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Aug., 1999"	"1999/08"	160	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Sep., 1999"	"1999/09"	163	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Oct., 1999"	"1999/10"	177	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Nov., 1999"	"1999/11"	188	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"Dec., 1999"	"1999/12"	193	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Jan., 1999"	"1999/01"	97	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Feb., 1999"	"1999/02"	84	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Mar., 1999"	"1999/03"	84	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Apr., 1999"	"1999/04"	61	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"May, 1999"	"1999/05"	68	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Jun., 1999"	"1999/06"	72	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Jul., 1999"	"1999/07"	69	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Aug., 1999"	"1999/08"	55	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Sep., 1999"	"1999/09"	61	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Oct., 1999"	"1999/10"	68	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Nov., 1999"	"1999/11"	68	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"Dec., 1999"	"1999/12"	79	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Jan., 1999"	"1999/01"	65	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Feb., 1999"	"1999/02"	66	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Mar., 1999"	"1999/03"	85	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Apr., 1999"	"1999/04"	62	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"May, 1999"	"1999/05"	59	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Jun., 1999"	"1999/06"	54	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Jul., 1999"	"1999/07"	47	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Aug., 1999"	"1999/08"	57	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Sep., 1999"	"1999/09"	51	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Oct., 1999"	"1999/10"	71	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Nov., 1999"	"1999/11"	70	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"Dec., 1999"	"1999/12"	58	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Jan., 1999"	"1999/01"	125	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Feb., 1999"	"1999/02"	129	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Mar., 1999"	"1999/03"	155	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Apr., 1999"	"1999/04"	136	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"May, 1999"	"1999/05"	135	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Jun., 1999"	"1999/06"	115	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Jul., 1999"	"1999/07"	107	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Aug., 1999"	"1999/08"	110	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Sep., 1999"	"1999/09"	109	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Oct., 1999"	"1999/10"	117	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Nov., 1999"	"1999/11"	119	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"Dec., 1999"	"1999/12"	126	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Jan., 1999"	"1999/01"	111	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Feb., 1999"	"1999/02"	95	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Mar., 1999"	"1999/03"	100	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Apr., 1999"	"1999/04"	71	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"May, 1999"	"1999/05"	78	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Jun., 1999"	"1999/06"	75	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Jul., 1999"	"1999/07"	75	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Aug., 1999"	"1999/08"	77	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Sep., 1999"	"1999/09"	78	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Oct., 1999"	"1999/10"	80	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Nov., 1999"	"1999/11"	70	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"Dec., 1999"	"1999/12"	88	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Jan., 1999"	"1999/01"	46	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Feb., 1999"	"1999/02"	40	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Mar., 1999"	"1999/03"	55	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Apr., 1999"	"1999/04"	50	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"May, 1999"	"1999/05"	27	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Jun., 1999"	"1999/06"	47	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Jul., 1999"	"1999/07"	29	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Aug., 1999"	"1999/08"	33	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Sep., 1999"	"1999/09"	39	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Oct., 1999"	"1999/10"	43	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Nov., 1999"	"1999/11"	43	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"Dec., 1999"	"1999/12"	42	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Jan., 1999"	"1999/01"	57	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Feb., 1999"	"1999/02"	61	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Mar., 1999"	"1999/03"	58	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Apr., 1999"	"1999/04"	64	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"May, 1999"	"1999/05"	50	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Jun., 1999"	"1999/06"	67	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Jul., 1999"	"1999/07"	55	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Aug., 1999"	"1999/08"	60	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Sep., 1999"	"1999/09"	48	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Oct., 1999"	"1999/10"	59	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Nov., 1999"	"1999/11"	58	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"Dec., 1999"	"1999/12"	52	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Jan., 1999"	"1999/01"	84	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Feb., 1999"	"1999/02"	70	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Mar., 1999"	"1999/03"	57	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Apr., 1999"	"1999/04"	56	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"May, 1999"	"1999/05"	42	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Jun., 1999"	"1999/06"	47	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Jul., 1999"	"1999/07"	55	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Aug., 1999"	"1999/08"	45	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Sep., 1999"	"1999/09"	62	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Oct., 1999"	"1999/10"	52	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Nov., 1999"	"1999/11"	58	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"Dec., 1999"	"1999/12"	56	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Jan., 1999"	"1999/01"	45	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Feb., 1999"	"1999/02"	36	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Mar., 1999"	"1999/03"	49	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Apr., 1999"	"1999/04"	43	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"May, 1999"	"1999/05"	28	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Jun., 1999"	"1999/06"	36	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Jul., 1999"	"1999/07"	38	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Aug., 1999"	"1999/08"	26	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Sep., 1999"	"1999/09"	32	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Oct., 1999"	"1999/10"	38	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Nov., 1999"	"1999/11"	42	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"Dec., 1999"	"1999/12"	40	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Jan., 1999"	"1999/01"	71	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Feb., 1999"	"1999/02"	41	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Mar., 1999"	"1999/03"	43	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Apr., 1999"	"1999/04"	35	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"May, 1999"	"1999/05"	47	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Jun., 1999"	"1999/06"	42	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Jul., 1999"	"1999/07"	36	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Aug., 1999"	"1999/08"	48	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Sep., 1999"	"1999/09"	42	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Oct., 1999"	"1999/10"	52	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Nov., 1999"	"1999/11"	52	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"Dec., 1999"	"1999/12"	34	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Jan., 1999"	"1999/01"	252	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Feb., 1999"	"1999/02"	171	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Mar., 1999"	"1999/03"	176	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Apr., 1999"	"1999/04"	181	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"May, 1999"	"1999/05"	168	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Jun., 1999"	"1999/06"	162	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Jul., 1999"	"1999/07"	185	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Aug., 1999"	"1999/08"	159	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Sep., 1999"	"1999/09"	158	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Oct., 1999"	"1999/10"	179	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Nov., 1999"	"1999/11"	182	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"Dec., 1999"	"1999/12"	235	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jan., 1999"	"1999/01"	991	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Feb., 1999"	"1999/02"	899	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Mar., 1999"	"1999/03"	963	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Apr., 1999"	"1999/04"	793	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"May, 1999"	"1999/05"	791	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jun., 1999"	"1999/06"	760	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Jul., 1999"	"1999/07"	815	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Aug., 1999"	"1999/08"	695	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Sep., 1999"	"1999/09"	763	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Oct., 1999"	"1999/10"	847	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Nov., 1999"	"1999/11"	787	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"Dec., 1999"	"1999/12"	895	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Jan., 1999"	"1999/01"	41	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Feb., 1999"	"1999/02"	34	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Mar., 1999"	"1999/03"	49	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Apr., 1999"	"1999/04"	46	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"May, 1999"	"1999/05"	34	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Jun., 1999"	"1999/06"	29	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Jul., 1999"	"1999/07"	33	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Aug., 1999"	"1999/08"	36	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Sep., 1999"	"1999/09"	27	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Oct., 1999"	"1999/10"	32	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Nov., 1999"	"1999/11"	33	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"Dec., 1999"	"1999/12"	41	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Jan., 1999"	"1999/01"	46	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Feb., 1999"	"1999/02"	41	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Mar., 1999"	"1999/03"	30	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Apr., 1999"	"1999/04"	29	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"May, 1999"	"1999/05"	31	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Jun., 1999"	"1999/06"	36	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Jul., 1999"	"1999/07"	30	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Aug., 1999"	"1999/08"	42	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Sep., 1999"	"1999/09"	34	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Oct., 1999"	"1999/10"	49	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Nov., 1999"	"1999/11"	38	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"Dec., 1999"	"1999/12"	39	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Jan., 1999"	"1999/01"	50	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Feb., 1999"	"1999/02"	41	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Mar., 1999"	"1999/03"	48	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Apr., 1999"	"1999/04"	48	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"May, 1999"	"1999/05"	38	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Jun., 1999"	"1999/06"	45	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Jul., 1999"	"1999/07"	51	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Aug., 1999"	"1999/08"	39	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Sep., 1999"	"1999/09"	40	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Oct., 1999"	"1999/10"	39	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Nov., 1999"	"1999/11"	47	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"Dec., 1999"	"1999/12"	43	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Jan., 1999"	"1999/01"	46	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Feb., 1999"	"1999/02"	65	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Mar., 1999"	"1999/03"	62	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Apr., 1999"	"1999/04"	54	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"May, 1999"	"1999/05"	35	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Jun., 1999"	"1999/06"	45	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Jul., 1999"	"1999/07"	46	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Aug., 1999"	"1999/08"	45	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Sep., 1999"	"1999/09"	44	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Oct., 1999"	"1999/10"	46	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Nov., 1999"	"1999/11"	49	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"Dec., 1999"	"1999/12"	44	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Jan., 1999"	"1999/01"	59	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Feb., 1999"	"1999/02"	64	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Mar., 1999"	"1999/03"	47	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Apr., 1999"	"1999/04"	43	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"May, 1999"	"1999/05"	32	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Jun., 1999"	"1999/06"	31	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Jul., 1999"	"1999/07"	45	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Aug., 1999"	"1999/08"	37	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Sep., 1999"	"1999/09"	42	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Oct., 1999"	"1999/10"	39	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Nov., 1999"	"1999/11"	27	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"Dec., 1999"	"1999/12"	40	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	"Jan., 1999"	"1999/01"	70	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	"Feb., 1999"	"1999/02"	85	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	"Mar., 1999"	"1999/03"	62	Not Applicable	Not Applicable
